Country;Year;Mental disorders;% Eating disorders;% Anxiety disorders;% Drug disorders;% Depressive disorders;%HappyPeople;Annual working hours per worker;Depressive disorders;Physical Activity;Drug use;Smoking;Life satisfaction;Productivity per hour worked;Continent;Paid work;Shopping;Personal care;Sports;Seeing friends;TV and Radio;Other leisure activities;Income
Latvia;1924;;;;;;;;;;;;;;Europe;316.55785239539;15.851147895987;40.139126199078;24.9906312795239;35.084831672703;123.297316798906;80.6722335381973;
Latvia;1923;;;;;;;;;;;;;;Europe;316.55785239539;15.851147895987;40.139126199078;24.9906312795239;35.084831672703;123.297316798906;80.6722335381973;
Latvia;1922;;;;;;;;;;;;;;Europe;316.55785239539;15.851147895987;40.139126199078;24.9906312795239;35.084831672703;123.297316798906;80.6722335381973;
Latvia;1921;;;;;;;;;;;;;;Europe;316.55785239539;15.851147895987;40.139126199078;24.9906312795239;35.084831672703;123.297316798906;80.6722335381973;
Latvia;1920;;;;;;;;;;;;;;Europe;316.55785239539;15.851147895987;40.139126199078;24.9906312795239;35.084831672703;123.297316798906;80.6722335381973;
Latvia;1919;;;;;;;;;;;;;;Europe;316.55785239539;15.851147895987;40.139126199078;24.9906312795239;35.084831672703;123.297316798906;80.6722335381973;
Latvia;1918;;;;;;;;;;;;;;Europe;316.55785239539;15.851147895987;40.139126199078;24.9906312795239;35.084831672703;123.297316798906;80.6722335381973;
Latvia;1917;;;;;;;;;;;;;;Europe;316.55785239539;15.851147895987;40.139126199078;24.9906312795239;35.084831672703;123.297316798906;80.6722335381973;
Latvia;1916;;;;;;;;;;;;;;Europe;316.55785239539;15.851147895987;40.139126199078;24.9906312795239;35.084831672703;123.297316798906;80.6722335381973;
Latvia;1915;;;;;;;;;;;;;;Europe;316.55785239539;15.851147895987;40.139126199078;24.9906312795239;35.084831672703;123.297316798906;80.6722335381973;
Latvia;1914;;;;;;;;;;;;;;Europe;316.55785239539;15.851147895987;40.139126199078;24.9906312795239;35.084831672703;123.297316798906;80.6722335381973;
Latvia;1913;;;;;;;;;;;;;;Europe;316.55785239539;15.851147895987;40.139126199078;24.9906312795239;35.084831672703;123.297316798906;80.6722335381973;
Latvia;1912;;;;;;;;;;;;;;Europe;316.55785239539;15.851147895987;40.139126199078;24.9906312795239;35.084831672703;123.297316798906;80.6722335381973;
Latvia;1911;;;;;;;;;;;;;;Europe;316.55785239539;15.851147895987;40.139126199078;24.9906312795239;35.084831672703;123.297316798906;80.6722335381973;
Latvia;1909;;;;;;;;;;;;;;Europe;316.55785239539;15.851147895987;40.139126199078;24.9906312795239;35.084831672703;123.297316798906;80.6722335381973;
Latvia;1908;;;;;;;;;;;;;;Europe;316.55785239539;15.851147895987;40.139126199078;24.9906312795239;35.084831672703;123.297316798906;80.6722335381973;
Latvia;1907;;;;;;;;;;;;;;Europe;316.55785239539;15.851147895987;40.139126199078;24.9906312795239;35.084831672703;123.297316798906;80.6722335381973;
Latvia;1906;;;;;;;;;;;;;;Europe;316.55785239539;15.851147895987;40.139126199078;24.9906312795239;35.084831672703;123.297316798906;80.6722335381973;
Latvia;1905;;;;;;;;;;;;;;Europe;316.55785239539;15.851147895987;40.139126199078;24.9906312795239;35.084831672703;123.297316798906;80.6722335381973;
Latvia;1904;;;;;;;;;;;;;;Europe;316.55785239539;15.851147895987;40.139126199078;24.9906312795239;35.084831672703;123.297316798906;80.6722335381973;
Latvia;1903;;;;;;;;;;;;;;Europe;316.55785239539;15.851147895987;40.139126199078;24.9906312795239;35.084831672703;123.297316798906;80.6722335381973;
Latvia;1902;;;;;;;;;;;;;;Europe;316.55785239539;15.851147895987;40.139126199078;24.9906312795239;35.084831672703;123.297316798906;80.6722335381973;
Latvia;1901;;;;;;;;;;;;;;Europe;316.55785239539;15.851147895987;40.139126199078;24.9906312795239;35.084831672703;123.297316798906;80.6722335381973;
Latvia;1900;;;;;;;;;;;;;;Europe;316.55785239539;15.851147895987;40.139126199078;24.9906312795239;35.084831672703;123.297316798906;80.6722335381973;
Lithuania;2020;;;;;;;;;;;;0.064456000328064;;Europe;303.647286983591;17.2769022801563;54.2643061197636;15.9622240010951;31.7824607910675;136.784337352373;60.7308365857219;
Lithuania;1989;;;;;;;;;;;;;;Europe;303.647286983591;17.2769022801563;54.2643061197636;15.9622240010951;31.7824607910675;136.784337352373;60.7308365857219;
Lithuania;1988;;;;;;;;;;;;;;Europe;303.647286983591;17.2769022801563;54.2643061197636;15.9622240010951;31.7824607910675;136.784337352373;60.7308365857219;
Lithuania;1987;;;;;;;;;;;;;;Europe;303.647286983591;17.2769022801563;54.2643061197636;15.9622240010951;31.7824607910675;136.784337352373;60.7308365857219;
Lithuania;1986;;;;;;;;;;;;;;Europe;303.647286983591;17.2769022801563;54.2643061197636;15.9622240010951;31.7824607910675;136.784337352373;60.7308365857219;
Lithuania;1985;;;;;;;;;;;;;;Europe;303.647286983591;17.2769022801563;54.2643061197636;15.9622240010951;31.7824607910675;136.784337352373;60.7308365857219;
Lithuania;1984;;;;;;;;;;;;;;Europe;303.647286983591;17.2769022801563;54.2643061197636;15.9622240010951;31.7824607910675;136.784337352373;60.7308365857219;
Lithuania;1983;;;;;;;;;;;;;;Europe;303.647286983591;17.2769022801563;54.2643061197636;15.9622240010951;31.7824607910675;136.784337352373;60.7308365857219;
Lithuania;1982;;;;;;;;;;;;;;Europe;303.647286983591;17.2769022801563;54.2643061197636;15.9622240010951;31.7824607910675;136.784337352373;60.7308365857219;
Lithuania;1981;;;;;;;;;;;;;;Europe;303.647286983591;17.2769022801563;54.2643061197636;15.9622240010951;31.7824607910675;136.784337352373;60.7308365857219;
Lithuania;1980;;;;;;;;;;;;;;Europe;303.647286983591;17.2769022801563;54.2643061197636;15.9622240010951;31.7824607910675;136.784337352373;60.7308365857219;
Lithuania;1979;;;;;;;;;;;;;;Europe;303.647286983591;17.2769022801563;54.2643061197636;15.9622240010951;31.7824607910675;136.784337352373;60.7308365857219;
Lithuania;1978;;;;;;;;;;;;;;Europe;303.647286983591;17.2769022801563;54.2643061197636;15.9622240010951;31.7824607910675;136.784337352373;60.7308365857219;
Lithuania;1977;;;;;;;;;;;;;;Europe;303.647286983591;17.2769022801563;54.2643061197636;15.9622240010951;31.7824607910675;136.784337352373;60.7308365857219;
Lithuania;1976;;;;;;;;;;;;;;Europe;303.647286983591;17.2769022801563;54.2643061197636;15.9622240010951;31.7824607910675;136.784337352373;60.7308365857219;
Lithuania;1975;;;;;;;;;;;;;;Europe;303.647286983591;17.2769022801563;54.2643061197636;15.9622240010951;31.7824607910675;136.784337352373;60.7308365857219;
Lithuania;1974;;;;;;;;;;;;;;Europe;303.647286983591;17.2769022801563;54.2643061197636;15.9622240010951;31.7824607910675;136.784337352373;60.7308365857219;
Lithuania;1973;;;;;;;;;;;;;;Europe;303.647286983591;17.2769022801563;54.2643061197636;15.9622240010951;31.7824607910675;136.784337352373;60.7308365857219;
Lithuania;1972;;;;;;;;;;;;;;Europe;303.647286983591;17.2769022801563;54.2643061197636;15.9622240010951;31.7824607910675;136.784337352373;60.7308365857219;
Lithuania;1971;;;;;;;;;;;;;;Europe;303.647286983591;17.2769022801563;54.2643061197636;15.9622240010951;31.7824607910675;136.784337352373;60.7308365857219;
Lithuania;1970;;;;;;;;;;;;;;Europe;303.647286983591;17.2769022801563;54.2643061197636;15.9622240010951;31.7824607910675;136.784337352373;60.7308365857219;
Lithuania;1969;;;;;;;;;;;;;;Europe;303.647286983591;17.2769022801563;54.2643061197636;15.9622240010951;31.7824607910675;136.784337352373;60.7308365857219;
Lithuania;1968;;;;;;;;;;;;;;Europe;303.647286983591;17.2769022801563;54.2643061197636;15.9622240010951;31.7824607910675;136.784337352373;60.7308365857219;
Lithuania;1967;;;;;;;;;;;;;;Europe;303.647286983591;17.2769022801563;54.2643061197636;15.9622240010951;31.7824607910675;136.784337352373;60.7308365857219;
Lithuania;1966;;;;;;;;;;;;;;Europe;303.647286983591;17.2769022801563;54.2643061197636;15.9622240010951;31.7824607910675;136.784337352373;60.7308365857219;
Lithuania;1965;;;;;;;;;;;;;;Europe;303.647286983591;17.2769022801563;54.2643061197636;15.9622240010951;31.7824607910675;136.784337352373;60.7308365857219;
Lithuania;1964;;;;;;;;;;;;;;Europe;303.647286983591;17.2769022801563;54.2643061197636;15.9622240010951;31.7824607910675;136.784337352373;60.7308365857219;
Lithuania;1963;;;;;;;;;;;;;;Europe;303.647286983591;17.2769022801563;54.2643061197636;15.9622240010951;31.7824607910675;136.784337352373;60.7308365857219;
Lithuania;1962;;;;;;;;;;;;;;Europe;303.647286983591;17.2769022801563;54.2643061197636;15.9622240010951;31.7824607910675;136.784337352373;60.7308365857219;
Lithuania;1961;;;;;;;;;;;;;;Europe;303.647286983591;17.2769022801563;54.2643061197636;15.9622240010951;31.7824607910675;136.784337352373;60.7308365857219;
Lithuania;1960;;;;;;;;;;;;;;Europe;303.647286983591;17.2769022801563;54.2643061197636;15.9622240010951;31.7824607910675;136.784337352373;60.7308365857219;
Lithuania;1959;;;;;;;;;;;;;;Europe;303.647286983591;17.2769022801563;54.2643061197636;15.9622240010951;31.7824607910675;136.784337352373;60.7308365857219;
Lithuania;1958;;;;;;;;;;;;;;Europe;303.647286983591;17.2769022801563;54.2643061197636;15.9622240010951;31.7824607910675;136.784337352373;60.7308365857219;
Lithuania;1957;;;;;;;;;;;;;;Europe;303.647286983591;17.2769022801563;54.2643061197636;15.9622240010951;31.7824607910675;136.784337352373;60.7308365857219;
Lithuania;1956;;;;;;;;;;;;;;Europe;303.647286983591;17.2769022801563;54.2643061197636;15.9622240010951;31.7824607910675;136.784337352373;60.7308365857219;
Lithuania;1955;;;;;;;;;;;;;;Europe;303.647286983591;17.2769022801563;54.2643061197636;15.9622240010951;31.7824607910675;136.784337352373;60.7308365857219;
Lithuania;1954;;;;;;;;;;;;;;Europe;303.647286983591;17.2769022801563;54.2643061197636;15.9622240010951;31.7824607910675;136.784337352373;60.7308365857219;
Lithuania;1953;;;;;;;;;;;;;;Europe;303.647286983591;17.2769022801563;54.2643061197636;15.9622240010951;31.7824607910675;136.784337352373;60.7308365857219;
Lithuania;1952;;;;;;;;;;;;;;Europe;303.647286983591;17.2769022801563;54.2643061197636;15.9622240010951;31.7824607910675;136.784337352373;60.7308365857219;
Lithuania;1951;;;;;;;;;;;;;;Europe;303.647286983591;17.2769022801563;54.2643061197636;15.9622240010951;31.7824607910675;136.784337352373;60.7308365857219;
Lithuania;1950;;;;;;;;;;;;;;Europe;303.647286983591;17.2769022801563;54.2643061197636;15.9622240010951;31.7824607910675;136.784337352373;60.7308365857219;
Lithuania;1949;;;;;;;;;;;;;;Europe;303.647286983591;17.2769022801563;54.2643061197636;15.9622240010951;31.7824607910675;136.784337352373;60.7308365857219;
Lithuania;1948;;;;;;;;;;;;;;Europe;303.647286983591;17.2769022801563;54.2643061197636;15.9622240010951;31.7824607910675;136.784337352373;60.7308365857219;
Lithuania;1947;;;;;;;;;;;;;;Europe;303.647286983591;17.2769022801563;54.2643061197636;15.9622240010951;31.7824607910675;136.784337352373;60.7308365857219;
Lithuania;1946;;;;;;;;;;;;;;Europe;303.647286983591;17.2769022801563;54.2643061197636;15.9622240010951;31.7824607910675;136.784337352373;60.7308365857219;
Lithuania;1945;;;;;;;;;;;;;;Europe;303.647286983591;17.2769022801563;54.2643061197636;15.9622240010951;31.7824607910675;136.784337352373;60.7308365857219;
Lithuania;1944;;;;;;;;;;;;;;Europe;303.647286983591;17.2769022801563;54.2643061197636;15.9622240010951;31.7824607910675;136.784337352373;60.7308365857219;
Lithuania;1943;;;;;;;;;;;;;;Europe;303.647286983591;17.2769022801563;54.2643061197636;15.9622240010951;31.7824607910675;136.784337352373;60.7308365857219;
Lithuania;1942;;;;;;;;;;;;;;Europe;303.647286983591;17.2769022801563;54.2643061197636;15.9622240010951;31.7824607910675;136.784337352373;60.7308365857219;
Lithuania;1941;;;;;;;;;;;;;;Europe;303.647286983591;17.2769022801563;54.2643061197636;15.9622240010951;31.7824607910675;136.784337352373;60.7308365857219;
Lithuania;1940;;;;;;;;;;;;;;Europe;303.647286983591;17.2769022801563;54.2643061197636;15.9622240010951;31.7824607910675;136.784337352373;60.7308365857219;
Lithuania;1939;;;;;;;;;;;;;;Europe;303.647286983591;17.2769022801563;54.2643061197636;15.9622240010951;31.7824607910675;136.784337352373;60.7308365857219;
Lithuania;1938;;;;;;;;;;;;;;Europe;303.647286983591;17.2769022801563;54.2643061197636;15.9622240010951;31.7824607910675;136.784337352373;60.7308365857219;
Lithuania;1937;;;;;;;;;;;;;;Europe;303.647286983591;17.2769022801563;54.2643061197636;15.9622240010951;31.7824607910675;136.784337352373;60.7308365857219;
Lithuania;1936;;;;;;;;;;;;;;Europe;303.647286983591;17.2769022801563;54.2643061197636;15.9622240010951;31.7824607910675;136.784337352373;60.7308365857219;
Lithuania;1935;;;;;;;;;;;;;;Europe;303.647286983591;17.2769022801563;54.2643061197636;15.9622240010951;31.7824607910675;136.784337352373;60.7308365857219;
Lithuania;1934;;;;;;;;;;;;;;Europe;303.647286983591;17.2769022801563;54.2643061197636;15.9622240010951;31.7824607910675;136.784337352373;60.7308365857219;
Lithuania;1933;;;;;;;;;;;;;;Europe;303.647286983591;17.2769022801563;54.2643061197636;15.9622240010951;31.7824607910675;136.784337352373;60.7308365857219;
Lithuania;1932;;;;;;;;;;;;;;Europe;303.647286983591;17.2769022801563;54.2643061197636;15.9622240010951;31.7824607910675;136.784337352373;60.7308365857219;
Lithuania;1931;;;;;;;;;;;;;;Europe;303.647286983591;17.2769022801563;54.2643061197636;15.9622240010951;31.7824607910675;136.784337352373;60.7308365857219;
Lithuania;1930;;;;;;;;;;;;;;Europe;303.647286983591;17.2769022801563;54.2643061197636;15.9622240010951;31.7824607910675;136.784337352373;60.7308365857219;
Lithuania;1929;;;;;;;;;;;;;;Europe;303.647286983591;17.2769022801563;54.2643061197636;15.9622240010951;31.7824607910675;136.784337352373;60.7308365857219;
Lithuania;1928;;;;;;;;;;;;;;Europe;303.647286983591;17.2769022801563;54.2643061197636;15.9622240010951;31.7824607910675;136.784337352373;60.7308365857219;
Lithuania;1927;;;;;;;;;;;;;;Europe;303.647286983591;17.2769022801563;54.2643061197636;15.9622240010951;31.7824607910675;136.784337352373;60.7308365857219;
Lithuania;1926;;;;;;;;;;;;;;Europe;303.647286983591;17.2769022801563;54.2643061197636;15.9622240010951;31.7824607910675;136.784337352373;60.7308365857219;
Lithuania;1925;;;;;;;;;;;;;;Europe;303.647286983591;17.2769022801563;54.2643061197636;15.9622240010951;31.7824607910675;136.784337352373;60.7308365857219;
Lithuania;1924;;;;;;;;;;;;;;Europe;303.647286983591;17.2769022801563;54.2643061197636;15.9622240010951;31.7824607910675;136.784337352373;60.7308365857219;
Lithuania;1923;;;;;;;;;;;;;;Europe;303.647286983591;17.2769022801563;54.2643061197636;15.9622240010951;31.7824607910675;136.784337352373;60.7308365857219;
Lithuania;1922;;;;;;;;;;;;;;Europe;303.647286983591;17.2769022801563;54.2643061197636;15.9622240010951;31.7824607910675;136.784337352373;60.7308365857219;
Lithuania;1921;;;;;;;;;;;;;;Europe;303.647286983591;17.2769022801563;54.2643061197636;15.9622240010951;31.7824607910675;136.784337352373;60.7308365857219;
Lithuania;1920;;;;;;;;;;;;;;Europe;303.647286983591;17.2769022801563;54.2643061197636;15.9622240010951;31.7824607910675;136.784337352373;60.7308365857219;
Lithuania;1919;;;;;;;;;;;;;;Europe;303.647286983591;17.2769022801563;54.2643061197636;15.9622240010951;31.7824607910675;136.784337352373;60.7308365857219;
Lithuania;1918;;;;;;;;;;;;;;Europe;303.647286983591;17.2769022801563;54.2643061197636;15.9622240010951;31.7824607910675;136.784337352373;60.7308365857219;
Lithuania;1917;;;;;;;;;;;;;;Europe;303.647286983591;17.2769022801563;54.2643061197636;15.9622240010951;31.7824607910675;136.784337352373;60.7308365857219;
Lithuania;1916;;;;;;;;;;;;;;Europe;303.647286983591;17.2769022801563;54.2643061197636;15.9622240010951;31.7824607910675;136.784337352373;60.7308365857219;
Lithuania;1915;;;;;;;;;;;;;;Europe;303.647286983591;17.2769022801563;54.2643061197636;15.9622240010951;31.7824607910675;136.784337352373;60.7308365857219;
Lithuania;1914;;;;;;;;;;;;;;Europe;303.647286983591;17.2769022801563;54.2643061197636;15.9622240010951;31.7824607910675;136.784337352373;60.7308365857219;
Lithuania;1913;;;;;;;;;;;;;;Europe;303.647286983591;17.2769022801563;54.2643061197636;15.9622240010951;31.7824607910675;136.784337352373;60.7308365857219;
Lithuania;1912;;;;;;;;;;;;;;Europe;303.647286983591;17.2769022801563;54.2643061197636;15.9622240010951;31.7824607910675;136.784337352373;60.7308365857219;
Lithuania;1911;;;;;;;;;;;;;;Europe;303.647286983591;17.2769022801563;54.2643061197636;15.9622240010951;31.7824607910675;136.784337352373;60.7308365857219;
Lithuania;1909;;;;;;;;;;;;;;Europe;303.647286983591;17.2769022801563;54.2643061197636;15.9622240010951;31.7824607910675;136.784337352373;60.7308365857219;
Lithuania;1908;;;;;;;;;;;;;;Europe;303.647286983591;17.2769022801563;54.2643061197636;15.9622240010951;31.7824607910675;136.784337352373;60.7308365857219;
Lithuania;1907;;;;;;;;;;;;;;Europe;303.647286983591;17.2769022801563;54.2643061197636;15.9622240010951;31.7824607910675;136.784337352373;60.7308365857219;
Lithuania;1906;;;;;;;;;;;;;;Europe;303.647286983591;17.2769022801563;54.2643061197636;15.9622240010951;31.7824607910675;136.784337352373;60.7308365857219;
Lithuania;1905;;;;;;;;;;;;;;Europe;303.647286983591;17.2769022801563;54.2643061197636;15.9622240010951;31.7824607910675;136.784337352373;60.7308365857219;
Lithuania;1904;;;;;;;;;;;;;;Europe;303.647286983591;17.2769022801563;54.2643061197636;15.9622240010951;31.7824607910675;136.784337352373;60.7308365857219;
Lithuania;1903;;;;;;;;;;;;;;Europe;303.647286983591;17.2769022801563;54.2643061197636;15.9622240010951;31.7824607910675;136.784337352373;60.7308365857219;
Lithuania;1902;;;;;;;;;;;;;;Europe;303.647286983591;17.2769022801563;54.2643061197636;15.9622240010951;31.7824607910675;136.784337352373;60.7308365857219;
Lithuania;1901;;;;;;;;;;;;;;Europe;303.647286983591;17.2769022801563;54.2643061197636;15.9622240010951;31.7824607910675;136.784337352373;60.7308365857219;
Lithuania;1900;;;;;;;;;;;;;;Europe;303.647286983591;17.2769022801563;54.2643061197636;15.9622240010951;31.7824607910675;136.784337352373;60.7308365857219;
Slovakia;2020;;;;;;;;;;;;0.0639069986343384;;Europe;;;;;;;;
Slovakia;1989;;;;;;;;;;;;;;Europe;;;;;;;;
Slovakia;1988;;;;;;;;;;;;;;Europe;;;;;;;;
Slovakia;1987;;;;;;;;;;;;;;Europe;;;;;;;;
Slovakia;1986;;;;;;;;;;;;;;Europe;;;;;;;;
Slovakia;1985;;;;;;;;;;;;;;Europe;;;;;;;;
Slovakia;1984;;;;;;;;;;;;;;Europe;;;;;;;;
Slovakia;1983;;;;;;;;;;;;;;Europe;;;;;;;;
Slovakia;1982;;;;;;;;;;;;;;Europe;;;;;;;;
Slovakia;1981;;;;;;;;;;;;;;Europe;;;;;;;;
Slovakia;1980;;;;;;;;;;;;;;Europe;;;;;;;;
Slovakia;1979;;;;;;;;;;;;;;Europe;;;;;;;;
Slovakia;1978;;;;;;;;;;;;;;Europe;;;;;;;;
Slovakia;1977;;;;;;;;;;;;;;Europe;;;;;;;;
Slovakia;1976;;;;;;;;;;;;;;Europe;;;;;;;;
Slovakia;1975;;;;;;;;;;;;;;Europe;;;;;;;;
Slovakia;1974;;;;;;;;;;;;;;Europe;;;;;;;;
Slovakia;1973;;;;;;;;;;;;;;Europe;;;;;;;;
Slovakia;1972;;;;;;;;;;;;;;Europe;;;;;;;;
Slovakia;1971;;;;;;;;;;;;;;Europe;;;;;;;;
Slovakia;1970;;;;;;;;;;;;;;Europe;;;;;;;;
Slovakia;1969;;;;;;;;;;;;;;Europe;;;;;;;;
Slovakia;1968;;;;;;;;;;;;;;Europe;;;;;;;;
Slovakia;1967;;;;;;;;;;;;;;Europe;;;;;;;;
Slovakia;1966;;;;;;;;;;;;;;Europe;;;;;;;;
Slovakia;1965;;;;;;;;;;;;;;Europe;;;;;;;;
Slovakia;1964;;;;;;;;;;;;;;Europe;;;;;;;;
Slovakia;1963;;;;;;;;;;;;;;Europe;;;;;;;;
Slovakia;1962;;;;;;;;;;;;;;Europe;;;;;;;;
Slovakia;1961;;;;;;;;;;;;;;Europe;;;;;;;;
Slovakia;1960;;;;;;;;;;;;;;Europe;;;;;;;;
Slovakia;1959;;;;;;;;;;;;;;Europe;;;;;;;;
Slovakia;1958;;;;;;;;;;;;;;Europe;;;;;;;;
Slovakia;1957;;;;;;;;;;;;;;Europe;;;;;;;;
Slovakia;1956;;;;;;;;;;;;;;Europe;;;;;;;;
Slovakia;1955;;;;;;;;;;;;;;Europe;;;;;;;;
Slovakia;1954;;;;;;;;;;;;;;Europe;;;;;;;;
Slovakia;1953;;;;;;;;;;;;;;Europe;;;;;;;;
Slovakia;1952;;;;;;;;;;;;;;Europe;;;;;;;;
Slovakia;1951;;;;;;;;;;;;;;Europe;;;;;;;;
Slovakia;1950;;;;;;;;;;;;;;Europe;;;;;;;;
Slovakia;1949;;;;;;;;;;;;;;Europe;;;;;;;;
Slovakia;1948;;;;;;;;;;;;;;Europe;;;;;;;;
Slovakia;1947;;;;;;;;;;;;;;Europe;;;;;;;;
Slovakia;1946;;;;;;;;;;;;;;Europe;;;;;;;;
Slovakia;1945;;;;;;;;;;;;;;Europe;;;;;;;;
Slovakia;1944;;;;;;;;;;;;;;Europe;;;;;;;;
Slovakia;1943;;;;;;;;;;;;;;Europe;;;;;;;;
Slovakia;1942;;;;;;;;;;;;;;Europe;;;;;;;;
Slovakia;1941;;;;;;;;;;;;;;Europe;;;;;;;;
Slovakia;1940;;;;;;;;;;;;;;Europe;;;;;;;;
Slovakia;1939;;;;;;;;;;;;;;Europe;;;;;;;;
Slovakia;1938;;;;;;;;;;;;;;Europe;;;;;;;;
Slovakia;1937;;;;;;;;;;;;;;Europe;;;;;;;;
Slovakia;1936;;;;;;;;;;;;;;Europe;;;;;;;;
Slovakia;1935;;;;;;;;;;;;;;Europe;;;;;;;;
Slovakia;1934;;;;;;;;;;;;;;Europe;;;;;;;;
Slovakia;1933;;;;;;;;;;;;;;Europe;;;;;;;;
Slovakia;1932;;;;;;;;;;;;;;Europe;;;;;;;;
Slovakia;1931;;;;;;;;;;;;;;Europe;;;;;;;;
Slovakia;1930;;;;;;;;;;;;;;Europe;;;;;;;;
Slovakia;1929;;;;;;;;;;;;;;Europe;;;;;;;;
Slovakia;1928;;;;;;;;;;;;;;Europe;;;;;;;;
Slovakia;1927;;;;;;;;;;;;;;Europe;;;;;;;;
Slovakia;1926;;;;;;;;;;;;;;Europe;;;;;;;;
Slovakia;1925;;;;;;;;;;;;;;Europe;;;;;;;;
Slovakia;1924;;;;;;;;;;;;;;Europe;;;;;;;;
Slovakia;1923;;;;;;;;;;;;;;Europe;;;;;;;;
Slovakia;1922;;;;;;;;;;;;;;Europe;;;;;;;;
Slovakia;1921;;;;;;;;;;;;;;Europe;;;;;;;;
Slovakia;1920;;;;;;;;;;;;;;Europe;;;;;;;;
Slovakia;1919;;;;;;;;;;;;;;Europe;;;;;;;;
Slovakia;1918;;;;;;;;;;;;;;Europe;;;;;;;;
Slovakia;1917;;;;;;;;;;;;;;Europe;;;;;;;;
Slovakia;1916;;;;;;;;;;;;;;Europe;;;;;;;;
Slovakia;1915;;;;;;;;;;;;;;Europe;;;;;;;;
Slovakia;1914;;;;;;;;;;;;;;Europe;;;;;;;;
Slovakia;1913;;;;;;;;;;;;;;Europe;;;;;;;;
Slovakia;1912;;;;;;;;;;;;;;Europe;;;;;;;;
Slovakia;1911;;;;;;;;;;;;;;Europe;;;;;;;;
Slovakia;1909;;;;;;;;;;;;;;Europe;;;;;;;;
Slovakia;1908;;;;;;;;;;;;;;Europe;;;;;;;;
Slovakia;1907;;;;;;;;;;;;;;Europe;;;;;;;;
Slovakia;1906;;;;;;;;;;;;;;Europe;;;;;;;;
Slovakia;1905;;;;;;;;;;;;;;Europe;;;;;;;;
Slovakia;1904;;;;;;;;;;;;;;Europe;;;;;;;;
Slovakia;1903;;;;;;;;;;;;;;Europe;;;;;;;;
Slovakia;1902;;;;;;;;;;;;;;Europe;;;;;;;;
Slovakia;1901;;;;;;;;;;;;;;Europe;;;;;;;;
Slovakia;1900;;;;;;;;;;;;;;Europe;;;;;;;;
Turkmenistan;2020;;;;;;;;;;;;0.0547429990768433;;Asia;;;;;;;;
Turkmenistan;1989;;;;;;;;;;;;;;Asia;;;;;;;;
Turkmenistan;1988;;;;;;;;;;;;;;Asia;;;;;;;;
Turkmenistan;1987;;;;;;;;;;;;;;Asia;;;;;;;;
Turkmenistan;1986;;;;;;;;;;;;;;Asia;;;;;;;;
Turkmenistan;1985;;;;;;;;;;;;;;Asia;;;;;;;;
Turkmenistan;1984;;;;;;;;;;;;;;Asia;;;;;;;;
Turkmenistan;1983;;;;;;;;;;;;;;Asia;;;;;;;;
Turkmenistan;1982;;;;;;;;;;;;;;Asia;;;;;;;;
Turkmenistan;1981;;;;;;;;;;;;;;Asia;;;;;;;;
Turkmenistan;1980;;;;;;;;;;;;;;Asia;;;;;;;;
Turkmenistan;1979;;;;;;;;;;;;;;Asia;;;;;;;;
Turkmenistan;1978;;;;;;;;;;;;;;Asia;;;;;;;;
Turkmenistan;1977;;;;;;;;;;;;;;Asia;;;;;;;;
Turkmenistan;1976;;;;;;;;;;;;;;Asia;;;;;;;;
Turkmenistan;1975;;;;;;;;;;;;;;Asia;;;;;;;;
Turkmenistan;1974;;;;;;;;;;;;;;Asia;;;;;;;;
Turkmenistan;1973;;;;;;;;;;;;;;Asia;;;;;;;;
Turkmenistan;1972;;;;;;;;;;;;;;Asia;;;;;;;;
Turkmenistan;1971;;;;;;;;;;;;;;Asia;;;;;;;;
Turkmenistan;1970;;;;;;;;;;;;;;Asia;;;;;;;;
Turkmenistan;1969;;;;;;;;;;;;;;Asia;;;;;;;;
Turkmenistan;1968;;;;;;;;;;;;;;Asia;;;;;;;;
Turkmenistan;1967;;;;;;;;;;;;;;Asia;;;;;;;;
Turkmenistan;1966;;;;;;;;;;;;;;Asia;;;;;;;;
Turkmenistan;1965;;;;;;;;;;;;;;Asia;;;;;;;;
Turkmenistan;1964;;;;;;;;;;;;;;Asia;;;;;;;;
Turkmenistan;1963;;;;;;;;;;;;;;Asia;;;;;;;;
Turkmenistan;1962;;;;;;;;;;;;;;Asia;;;;;;;;
Turkmenistan;1961;;;;;;;;;;;;;;Asia;;;;;;;;
Turkmenistan;1960;;;;;;;;;;;;;;Asia;;;;;;;;
Turkmenistan;1959;;;;;;;;;;;;;;Asia;;;;;;;;
Turkmenistan;1958;;;;;;;;;;;;;;Asia;;;;;;;;
Turkmenistan;1957;;;;;;;;;;;;;;Asia;;;;;;;;
Turkmenistan;1956;;;;;;;;;;;;;;Asia;;;;;;;;
Turkmenistan;1955;;;;;;;;;;;;;;Asia;;;;;;;;
Turkmenistan;1954;;;;;;;;;;;;;;Asia;;;;;;;;
Turkmenistan;1953;;;;;;;;;;;;;;Asia;;;;;;;;
Turkmenistan;1952;;;;;;;;;;;;;;Asia;;;;;;;;
Turkmenistan;1951;;;;;;;;;;;;;;Asia;;;;;;;;
Turkmenistan;1950;;;;;;;;;;;;;;Asia;;;;;;;;
Turkmenistan;1949;;;;;;;;;;;;;;Asia;;;;;;;;
Turkmenistan;1948;;;;;;;;;;;;;;Asia;;;;;;;;
Turkmenistan;1947;;;;;;;;;;;;;;Asia;;;;;;;;
Turkmenistan;1946;;;;;;;;;;;;;;Asia;;;;;;;;
